,date,log_ret
1438,2011-08-05,0.014207750492056137
1439,2011-08-07,0.0022040234082242316
1440,2011-08-08,-0.009275611994479072
1441,2011-08-09,0.012506384572211815
1442,2011-08-10,-0.015240141797895346
1443,2011-08-11,0.005474131532667459
1444,2011-08-12,0.0023820325986468327
1445,2011-08-14,0.002446385793150929
1446,2011-08-15,0.010717111562847659
1447,2011-08-16,-0.003948967054494046
1448,2011-08-17,0.003290732692374565
1449,2011-08-18,-0.00917712315296193
1450,2011-08-19,0.006977558709524212
1451,2011-08-21,-0.00208607205841288
1452,2011-08-22,-0.0006266711435032879
1453,2011-08-23,0.0055982476351807975
1454,2011-08-24,-0.002086995865889729
1455,2011-08-25,-0.0013752198698770979
1456,2011-08-26,0.0076645705353758364
1457,2011-08-28,-0.0012560908245299318
1458,2011-08-29,0.002462384375829074
1459,2011-08-30,-0.005311684698349861
1460,2011-08-31,-0.005305236422247561
1461,2011-09-01,-0.0066012834502708895
1462,2011-09-02,-0.004467428969188003
1463,2011-09-04,-0.003999652629351924
1464,2011-09-05,-0.005620839493381102
1465,2011-09-06,-0.004238245231278803
1466,2011-09-07,0.00506243671771156
1467,2011-09-08,-0.013665195323904367
1468,2011-09-09,-0.01713043346010429
1469,2011-09-11,-0.005184364559147947
1470,2011-09-12,0.004085117066499611
1471,2011-09-13,0.0031991125413142196
1472,2011-09-14,0.004805019872090144
1473,2011-09-15,0.009570143767443806
1474,2011-09-16,-0.005874570251421851
1475,2011-09-18,-0.00856637588925957
1476,2011-09-19,-0.004321876118850432
1477,2011-09-20,0.006111079305521183
1478,2011-09-21,-0.009397931558531414
1479,2011-09-22,-0.005391127319468336
1480,2011-09-23,-0.00048144404513372763
1481,2011-09-25,0.0013622568183515593
1482,2011-09-26,-0.001554899355901307
1483,2011-09-27,0.006624815127261041
1484,2011-09-28,-0.004603917027780735
1485,2011-09-29,0.005354468939394397
1486,2011-09-30,-0.015387997928972053
1487,2011-10-02,-0.0022733570958364258
1488,2011-10-03,-0.01259669347868464
1489,2011-10-04,0.009567501470606199
1490,2011-10-05,0.002122896186535106
1491,2011-10-06,0.0060885831404787205
1492,2011-10-07,-0.0036561747936436073
1493,2011-10-09,0.0016655902690241864
1494,2011-10-10,0.016754628593222798
1495,2011-10-11,0.0004989141384230122
1496,2011-10-12,0.010528986044194333
1497,2011-10-13,-0.0018380421676388314
1498,2011-10-14,0.009322322224776802
1499,2011-10-16,-0.00057650180312252
1500,2011-10-17,-0.00927679324177505
1501,2011-10-18,-0.0009317019519112235
1502,2011-10-19,0.002538303173483858
1503,2011-10-20,0.0019593193644257823
1504,2011-10-21,0.0072666654153552
1505,2011-10-23,-0.003215089165910623
1506,2011-10-24,0.004998389894499078
1507,2011-10-25,-0.001423508253004857
1508,2011-10-26,-0.0010437550211009894
1509,2011-10-27,0.02230623412165461
1510,2011-10-28,-0.0037540177452913825
1511,2011-10-30,-0.0005020737163811129
1512,2011-10-31,-0.019837852633301567
1513,2011-11-01,-0.014952394731400365
1514,2011-11-02,0.0024796393457723886
1515,2011-11-03,0.009727307128718943
1516,2011-11-04,-0.0023468238123171004
1517,2011-11-06,-0.0001522991738900914
1518,2011-11-07,-0.002091018099908193
1519,2011-11-08,0.00475652742835081
1520,2011-11-09,-0.021836174122265573
1521,2011-11-10,0.00611766960723098
1522,2011-11-11,0.01010397617604708
1523,2011-11-13,0.0027168994679386826
1524,2011-11-14,-0.011704574596834494
1525,2011-11-15,-0.008839600320934116
1526,2011-11-16,-0.004787770292105753
1527,2011-11-17,0.0010634540946842796
1528,2011-11-18,0.00518206937015131
1529,2011-11-20,0.0008647674351611734
1530,2011-11-21,-0.0038565644474040095
1531,2011-11-22,0.0025628314782222272
1532,2011-11-23,-0.012992755787771093
1533,2011-11-24,-0.0010497507806124795
1534,2011-11-25,-0.007122344182719231
1535,2011-11-27,0.005688404620426746
1536,2011-11-28,0.00029296104954362745
1537,2011-11-29,0.0006307016764989237
1538,2011-11-30,0.008966860502349738
1539,2011-12-01,0.0017317823472106086
1540,2011-12-02,-0.005547812795784646
1541,2011-12-04,0.0017980316030287713
1542,2011-12-05,-0.002178942732106448
1543,2011-12-06,0.0017017723434037957
1544,2011-12-07,-0.0007609612351595629
1545,2011-12-08,-0.004000827935676465
1546,2011-12-09,0.002940485390521941
1547,2011-12-11,-0.0010839056045099382
1548,2011-12-12,-0.015572787761102436
1549,2011-12-13,-0.01109930003143672
1550,2011-12-14,-0.0025997014987725886
1551,2011-12-15,0.0033982518652350135
1552,2011-12-16,0.0011889650119048523
1553,2011-12-18,-0.0006595092263584901
1554,2011-12-19,-0.0022963357056201006
1555,2011-12-20,0.006162828029193046
1556,2011-12-21,-0.0038741635942806663
1557,2011-12-22,0.001418184425322766
1558,2011-12-23,-0.000490387645929069
1559,2011-12-25,-0.0005443053150486765
1560,2011-12-26,0.0004983191415500743
1561,2011-12-27,0.001592954577701644
1562,2011-12-28,-0.01104958110865284
1563,2011-12-29,0.0021409560548215634
1564,2011-12-30,0.000208440288402445
1565,2012-01-01,-0.0007876691579168371
1566,2012-01-02,-0.0006259442495795131
1567,2012-01-03,0.009026575231086964
1568,2012-01-04,-0.009490490373865179
1569,2012-01-05,-0.010800240275053496
1570,2012-01-06,-0.005715398876878719
1571,2012-01-08,-0.003165730879489681
1572,2012-01-09,0.007371175902510296
1573,2012-01-10,-0.001520078647250428
1574,2012-01-11,-0.0024652405887177486
1575,2012-01-12,0.007744237406181742
1576,2012-01-13,-0.011224747719326023
1577,2012-01-15,-0.00235344398367085
