year,iso,rgdpbarro,rgdp,loans1,bassets2,govass,narrowm,money,gdp,iy,cpi,pop,stir,ltrate,crisisST,stocks
1960,FRA,31.969414,7545.6318,63.145222,97.940002,36.029999,131.4507,306.55331,296.5,0.2006745,14.56917,45670,0.040800001,0.050299998,0,166.3197
1961,FRA,33.394531,7875.3379,79.064987,111.76,38.290001,150.8224,351.72949,323.5,0.21205559,14.92095,46189,0.036499999,0.0506,0,198.6037
1962,FRA,35.018631,8232.2598,99.050262,130.25,42.279999,178.49631,416.267,361.20001,0.2134552,15.70389,47124,0.0361,0.048700001,0,207.2511
1963,FRA,36.281647,8536.0195,115.3807,146.83,47.279999,204.78641,477.5777,404.89999,0.2210422,16.47961,47808,0.039799999,0.048900001,0,174.3907
1964,FRA,38.271767,9004.8818,135.8587,159.38,47.790001,221.3907,516.30017,449.20001,0.2290739,17.011789,48340,0.047400001,0.050700001,0,161.996
1965,FRA,39.745495,9360.7041,146.7001,175.3,49.82,243.5298,567.93018,483.5,0.2328852,17.473619,48763,0.042100001,0.051399998,0,148.16
1966,FRA,41.48687,9749.7861,176.58211,194.85001,51.27,261.51779,609.87958,523.40002,0.2369125,17.922819,49194,0.047800001,0.0539,0,136.6301
1967,FRA,43.107803,10123.24,216.6348,224.09,55.470001,273.97101,638.92151,565.40002,0.23823839,18.42794,49569,0.048,0.056000002,0,135.1888
1968,FRA,44.624477,10493.19,238.91969,265.48999,59.509998,294.72641,687.32471,614.5,0.2333605,19.2668,49934,0.061500002,0.059999999,0,140.6656
1969,FRA,47.383678,11127.04,261.41,303.25,67.18,296.11011,690.55151,700.70001,0.2344798,20.430389,50353,0.089599997,0.0678,0,185.05589
1970,FRA,49.671719,11664.19,310.14999,334.67999,63.98,279.5058,651.82898,793.5,0.2431002,21.62464,50787,0.086800002,0.076399997,0,177.56149
1971,FRA,51.57901,12109.88,370.48001,388.04999,67.129997,314.09811,732.50092,884.20001,0.2468898,22.79184,51285,0.058400001,0.073399998,0,166.03149
1972,FRA,53.411545,12539.01,455.01999,462.85001,66.459999,361.14359,842.21472,987.90002,0.2473935,24.1737,51732,0.0495,0.082800001,0,200.9097
1973,FRA,55.886284,13113.58,529.17999,523.82001,56.099998,395.7359,922.8866,1129.8,0.25243399,25.95787,52157,0.089100003,0.096500002,0,192.26221
1974,FRA,57.257408,13408.99,613.56,618.27002,67.610001,445.5488,1039.054,1303,0.25794321,29.50094,52503,0.12909999,0.1121,0,145.5658
1975,FRA,56.837139,13251.08,702.71997,733.5,104.08,517.50079,1206.8521,1467.9,0.24136519,32.948399,52758.43,0.0792,0.1018,0,186.7854
1976,FRA,59.022701,13772.92,816.65997,887.77002,120.28,546.55829,1274.616,1700.6,0.2394449,36.119839,52953.609,0.085600004,0.1104,0,156.5193
1977,FRA,60.658485,14230.13,919.62,1043.03,121.33,601.90601,1403.691,1917.8,0.22911669,39.549259,53165.02,0.090700001,0.1107,0,149.313
1978,FRA,62.426979,14566.03,1026.77,1830.62,206.52,665.46802,1591.036,2270.22,0.2195937,43.20779,53380.648,0.079800002,0.099399999,0,217.9164
1979,FRA,64.360619,14970.3,1170.4399,2085.97,237.07001,750.284,1798.202,2580.3101,0.220808,47.80801,53605.52,0.090400003,0.1259,0,248.644
1980,FRA,65.192741,15106.12,1356.923,2341.8601,233.36,800.26801,1943.8719,2911.52,0.22848029,54.280788,53869.738,0.1185,0.14309999,0,271.16
1981,FRA,65.775818,15182.96,1521.572,2676.99,292.29001,898.72699,2166.2241,3279.6399,0.2227336,61.51823,54147.281,0.153,0.1644,0,223.465
1982,FRA,67.294685,15482.86,2301.2,3109.54,368.84,983.47601,2404.7451,3771.8401,0.21389429,68.887177,54433.57,0.1487,0.154,0,242.592
1983,FRA,68.453079,15601.96,2924.1001,3516.1101,449.60999,1103.52,2666.6331,4212.1499,0.2001515,75.403587,54649.809,0.125333,0.13959999,0,379.38199
1984,FRA,69.265869,15745.72,3241.7,3906.77,507.57001,1214.83,2892.2119,4589.1602,0.193391,81.189919,54946.5,0.117408,0.127,0,439.18301
1985,FRA,70.383591,15901.5,3547.8999,4240.6099,593.81,1293.74,2990.3831,4932.8599,0.19094481,85.924179,55171.219,0.099341698,0.1133,0,643.521
1986,FRA,71.81218,16215.41,3772.7,4684.9702,627.57001,1386.23,3095.29,5292.98,0.1927478,88.105377,55387.359,0.077425003,0.098899998,0,963.10303
1987,FRA,73.172455,16552.59,4163.9399,5076.8999,528.90002,1445.9301,3232.0659,5564.3799,0.1985666,91.003082,55630.102,0.079758301,0.1057,0,679.59497
1988,FRA,76.235321,17204.711,4648.1802,5642.6001,566.79999,1505.88,3348.2371,5996.2002,0.2069744,93.460907,55873.461,0.075233303,0.088100001,0,1006.198
1989,FRA,78.48848,17730.34,5223.1309,6229.2998,528.90002,1622.12,3533.1641,6431.7202,0.21274249,96.730453,56416.629,0.090716697,0.097999997,0,1340.548
1990,FRA,80.188782,18092.68,5381.811,6908.8999,547.09998,1685.22,3559.9221,6747.8701,0.2156769,100,56735.16,0.098466702,0.1053,0,1000
1991,FRA,80.854118,18208.99,5474.7329,7187.7998,523.29999,1605.91,3478.394,6986.4102,0.2109281,103.2169,57055.449,0.094906703,0.091899998,0,1126.41
1992,FRA,81.917938,18459.949,5527.4561,7484.1001,550.20001,1603.36,3441.251,7261.23,0.20069329,105.6588,57374.18,0.103517,0.084399998,0,1140.14
1993,FRA,80.691803,18187.17,5473.2441,7342.2998,625.90002,1625.59,3416.9199,7316.4702,0.1867882,107.884,57658.289,0.087491699,0.058600001,0,1511.73
1994,FRA,82.063911,18486.119,5476.0981,7560.2998,967.59998,1670.72,3560.407,7579.4302,0.1842737,109.6758,57906.852,0.056924999,0.080899999,0,1250.66
1995,FRA,83.610931,18842.25,5496.6572,7902.7002,1151.5,1799.75,3872.033,7836.0801,0.1811671,111.626,58149.73,0.063541703,0.068899997,0,1232.86
1996,FRA,84.249115,18970.609,5492.0649,8118.2002,1447.1,1814.71,3864.2661,8050.25,0.1789373,113.8678,58388.41,0.037283301,0.058200002,0,1561.66
1997,FRA,85.850677,19348.279,5637.126,8390.4004,1586.2,1933.4301,4134.998,8313.7695,0.1745754,115.8241,58623.43,0.032408301,0.053369999,0,1944.91
1998,FRA,88.552322,19757.811,5821.1602,8853.4893,2062.7261,1992.67,4289.9839,8682.5898,0.1791366,117.207,58866.289,0.033925001,0.036899999,0,2500.01
1999,FRA,91.078117,20324.539,6202.6309,9316.5781,2539.251,2194.0071,4510.3608,8973.3604,0.1876971,117.5528,59116.129,0.027319999,0.054699998,0,3810.8601
2000,FRA,94.319221,21025.381,6858.4341,9775.6465,2222.6721,2337.929,4780.9082,9454.7803,0.1947356,119.1621,59381.629,0.04112,0.0502,0,3771.25
2001,FRA,95.592896,21315.061,7238.999,10371.23,2210.261,2480.813,5113.5718,9820.8896,0.1948023,121.2367,59658.141,0.043729998,0.0506,0,2981.3501
2002,FRA,95.918892,21437.67,7418.1001,10470.88,2461.804,2730.4131,5528.3218,10157.9,0.1876393,122.9655,59925.039,0.032779999,0.042599998,0,2053.26
2003,FRA,96.066673,21582.051,7715.7598,10975.93,2639.895,2840.8,5780.396,10461.3,0.18840539,125.6253,60180.531,0.02318,0.043000001,0,2411.51
2004,FRA,97.709755,22004.66,8292.0703,11524.54,2676.0669,3058.7759,6183.5811,10890.1,0.19299901,128.6176,60424.211,0.020479999,0.036699999,0,2634.1201
2005,FRA,98.299683,22313.109,9030.3652,12286.36,3225.9719,3424.2429,6703.0869,11322.3,0.1995237,131.6106,60656.18,0.0209,0.033039998,0,3300.9399
2006,FRA,100,22674.76,10020.96,13579.13,3134.3091,3671.8391,7252.8281,11856.2,0.2064932,133.9243,60876.141,0.02836,0.039810002,0,3940.27
2007,FRA,101.67683,23231.09,11364.36,15138.25,3313.1211,3881.7949,7876.5659,12412.3,0.2160414,136.18491,61083.922,0.038589999,0.044199999,0,3956.3101
2008,FRA,101.45007,23472.52,12069.05,16133.6,3410.7871,3884.2871,8475.1846,12776.2,0.2174789,140.0022,61279.969,0.038180001,0.042341702,1,2267.7424
1870,GBR,13.541923,3190.4341,NaN,NaN,,NaN,NaN,1.153,0.077678598,2.7147999,31400,0.03077,0.032653,0,25.4415
1871,GBR,13.92946,3331.875,NaN,NaN,,NaN,NaN,1.2079999,0.081147499,2.790211,31685,0.02774,0.03252,0,30.247101
1872,GBR,13.876134,3319.165,NaN,NaN,,NaN,NaN,1.272,0.092331797,2.966171,31874,0.039519999,0.032742001,0,31.454901
1873,GBR,14.188025,3364.698,NaN,NaN,,NaN,NaN,1.342,0.095201798,3.0164449,32177,0.04442,0.032609001,1,32.585602
1874,GBR,14.133103,3386.4441,NaN,NaN,,NaN,NaN,1.392,0.1045994,2.840486,32501,0.0341,0.032742001,0,30.8895
1875,GBR,14.363394,3433.668,NaN,NaN,,NaN,NaN,1.317,0.1043412,2.7399371,32839,0.02936,0.031957,0,28.4482
1876,GBR,14.291677,3430.1599,NaN,NaN,,NaN,NaN,1.284,0.1069231,2.7147999,33200,0.021229999,0.031915002,0,27.754299
1877,GBR,14.32871,3425.197,NaN,NaN,,NaN,NaN,1.2410001,0.1054688,2.7147999,33576,0.025,0.031516999,0,25.081699
1878,GBR,14.092498,3402.501,NaN,NaN,,NaN,NaN,1.311,0.0946372,2.563978,33932,0.036309998,0.031704001,0,22.3319
1879,GBR,14.049184,3352.5081,NaN,NaN,,NaN,NaN,1.16,0.089300796,2.4885671,34304,0.018780001,0.030809,0,25.0303
1880,GBR,14.440914,3477.3201,0.2189,0.4323,,0.19297589,0.495,1.3789999,0.080451101,2.5891149,34623,0.0251,0.030379999,0,26.2638
1881,GBR,14.910216,3568.427,0.22229999,0.4526,,0.191,0.51499999,1.307,0.0836531,2.538841,34935,0.03077,0.030208001,0,26.1096
1882,GBR,15.199723,3643.04,0.2423,0.47490001,,0.19499999,0.53600001,1.331,0.081967197,2.5137041,35206,0.03661,0.029720999,0,24.464899
1883,GBR,15.255223,3643.3101,0.2394,0.49250001,,0.19400001,0.54799998,1.402,0.081529602,2.5137041,35450,0.031479999,0.029851001,0,23.2314
1884,GBR,15.217182,3621.6541,0.25510001,0.50929999,,0.186,0.55599999,1.375,0.0793413,2.3880191,35724,0.026520001,0.030200999,0,22.743099
1885,GBR,14.987552,3573.6809,0.2483,0.51709998,,0.184,0.55900002,1.3150001,0.074188598,2.237196,36015,0.02327,0.029999999,0,22.7945
1886,GBR,15.12556,3600.0239,0.25189999,0.51709998,,0.176,0.54900002,1.3150001,0.066147901,2.186923,36313,0.025,0.029851001,0,22.923
1887,GBR,15.552616,3713.1509,0.25889999,0.52700001,,0.17,0.55400002,1.35,0.0637509,2.1617849,36598,0.02672,0.029499,0,22.1007
1888,GBR,16.077154,3849.0979,0.2685,0.55919999,,0.164,0.57300001,1.362,0.065837599,2.1617849,36881,0.02672,0.028516,0,23.385599
1889,GBR,16.894907,4023.7661,0.28209999,0.5855,,0.168,0.59799999,1.423,0.070821501,2.186923,37178,0.030060001,0.028292,0,26.443701
1890,GBR,16.857019,4008.7891,0.2895,0.61140001,,0.176,0.62400001,1.4680001,0.072802201,2.186923,37485,0.038819999,0.028766001,1,24.799
1891,GBR,16.613676,3975.1721,0.34220001,0.7252,,0.18700001,0.65799999,1.495,0.071333297,2.186923,37802,0.02895,0.028871,0,24.978901
1892,GBR,16.068037,3846.3201,0.33930001,0.7396,,0.184,0.73699999,1.489,0.0733696,2.212059,38134,0.018580001,0.028240999,0,24.953199
1893,GBR,15.893275,3810.7439,0.34729999,0.73210001,,0.184,0.73100001,1.455,0.074914098,2.186923,38490,0.026930001,0.028043,0,25.364401
1894,GBR,16.991768,4028.8931,0.34509999,0.7633,,0.192,0.76099998,1.536,0.073364198,2.086374,38859,0.01366,0.026667001,0,26.8806
1895,GBR,17.343958,4117.7012,0.36829999,0.81080002,,0.199,0.81099999,1.546,0.074530102,2.0360999,39221,0.01119,0.025793999,0,29.8873
1896,GBR,17.779024,4248.564,0.3924,0.83459997,,0.20999999,0.84799999,1.631,0.078832999,2.0360999,39599,0.018370001,0.024719,0,36.466099
1897,GBR,17.724144,4263.5122,0.40580001,0.85640001,,0.20299999,0.85799998,1.619,0.088181302,2.086374,39987,0.01643,0.024390001,0,38.367802
1898,GBR,18.494791,4427.7241,0.42070001,0.88559997,,0.206,0.88200003,1.7309999,0.099192597,2.1617849,40381,0.027939999,0.024929,0,38.4963
1899,GBR,19.158052,4566.9521,0.44240001,0.91369998,,0.206,0.90799999,1.8710001,0.1032258,2.111511,40773,0.034200002,0.027346,0,37.7253
1900,GBR,18.700237,4491.814,0.45609999,0.94169998,,0.21699999,0.93900001,1.9220001,0.1051282,2.237196,41155,0.039820001,0.028240999,0,37.3932
1901,GBR,18.732967,4450.397,0.4429,0.93889999,,0.215,0.93000001,2.049,0.1040119,2.212059,41538,0.034000002,0.029549999,0,35.542801
1902,GBR,18.914295,4525.2808,0.44240001,0.95410001,,0.213,0.93699998,2,0.1064468,2.212059,41893,0.03218,0.029694,0,35.0802
1903,GBR,18.461498,4439.6162,0.45460001,0.93400002,,0.212,0.92500001,1.988,0.1041562,2.237196,42246,0.035110001,0.028229,0,33.126999
1904,GBR,18.503391,4427.9438,0.44999999,0.94440001,,0.213,0.93199998,2.027,0.1007444,2.2623341,42611,0.02956,0.028388999,0,33.949402
1905,GBR,19.052685,4520.4761,0.4474,0.9716,,0.20999999,0.94499999,2.0880001,0.096163198,2.2623341,42981,0.02895,0.028011,0,36.056801
1906,GBR,19.346254,4631.085,0.47009999,0.99809998,,0.208,0.97399998,2.1099999,0.090823099,2.2874711,43361,0.042020001,0.028986,0,35.902599
1907,GBR,19.592903,4678.5791,0.4788,1.0036,,0.212,0.98500001,2.152,0.081632704,2.337745,43737,0.04611,0.030166,0,30.6096
1908,GBR,18.662638,4449.1909,0.46430001,1.0239,,0.212,1,2.1270001,0.069745101,2.2874711,44124,0.02479,0.029899999,0,33.097801
1909,GBR,19.009386,4510.5229,0.46919999,1.0398,,0.21600001,1.017,2.1619999,0.0718619,2.312608,44520,0.02723,0.030246001,0,34.675098
1910,GBR,19.30757,4610.7798,0.50779998,1.0811,,0.21799999,1.058,2.2160001,0.0707568,2.3628819,44916,0.03551,0.031521,0,33.805698
1911,GBR,19.830025,4708.8999,0.51090002,1.118,,0.226,1.097,2.3299999,0.070380002,2.3880191,45268,0.034200002,0.032428,0,33.919899
1912,GBR,20.01156,4761.748,0.53149998,1.1561,,0.233,1.136,2.378,0.071909197,2.4634299,45426,0.040819999,0.033374999,0,33.615799
1913,GBR,20.725445,4920.5459,0.55229998,1.205,,0.243,1.183,2.529,0.076281302,2.5137041,45649,0.047600001,0.034828,0,31.3743
1914,GBR,21.020523,4926.582,0.58130002,1.3126,,0.32699999,1.3150001,2.5539999,0.075597301,2.538841,46049,0.028240001,0.036495999,0,29.206699
1915,GBR,22.223301,5288.2661,0.53479999,1.428,,0.36700001,1.4579999,2.517,0.054157399,3.0415821,46340,NaN,0.042918,0,27.7178
1916,GBR,22.568798,5384.3799,0.52649999,1.6363,,0.43700001,1.659,2.9849999,0.044314399,3.5945971,46514,NaN,0.045662001,0,27.8664
1917,GBR,22.683083,5421.0161,0.62830001,1.9133,,0.51300001,1.999,3.7219999,0.044743199,4.3487082,46614,NaN,0.045688,0,24.9296
1918,GBR,23.189432,5459.314,0.6408,2.2219,,0.634,2.3659999,4.506,0.054548901,5.0022712,46575,NaN,0.041974001,0,27.6628
1919,GBR,20.91326,4870.4082,1.0554,2.6118,,0.73100001,2.7869999,4.671,0.0776942,5.303916,46534,0.040830001,0.049352001,0,28.339199
1920,GBR,19.156784,4547.9141,1.1153001,2.6041,,0.71200001,2.8169999,5.0770001,0.092776902,6.1334381,46821,0.065420002,0.056616999,0,24.5788
1921,GBR,18.728851,4439.1509,0.9914,2.6201,,0.68400002,2.779,4.2490001,0.089209199,5.5804229,44072,0.055939998,0.050000001,0,23.2505
1922,GBR,19.561245,4636.9351,0.93970001,2.4612,,0.63800001,2.5969999,3.7130001,0.083205901,4.4995298,44372,0.029209999,0.04442,0,27.3426
1923,GBR,20.083487,4759.709,0.97799999,2.408,,0.61400002,2.536,3.5420001,0.076168798,4.2984338,44596,0.029899999,0.042621002,0,27.8911
1924,GBR,20.778479,4920.9419,1.0391001,2.3979001,,0.61000001,2.5120001,3.677,0.084634498,4.3235712,44915,0.035859998,0.043644,0,30.5383
1925,GBR,21.7201,5144.4951,1.0991,2.3906,,0.61000001,2.4949999,3.9590001,0.090439297,4.3487082,45059,0.043409999,0.044743001,0,31.8859
1926,GBR,20.828213,4936.1138,1.1458,2.4326,,0.597,2.5280001,3.747,0.091219299,4.2481599,45232,0.045809999,0.045000002,0,32.655998
1927,GBR,22.431751,5314.938,1.1623,2.4879,,0.58899999,2.572,3.983,0.092347696,4.1224751,45389,0.042629998,0.046100002,0,35.3512
1928,GBR,22.620369,5356.9648,1.1991,2.5709,,0.58600003,2.6389999,3.9960001,0.090148099,4.0973368,45578,0.04157,0.044599999,0,38.214901
1929,GBR,23.243471,5503.3179,1.2227,2.5358,,0.57200003,2.598,4.1269999,0.093505397,4.0470629,45672,0.052609999,0.046100002,0,35.399399
1930,GBR,22.972246,5440.8618,1.1251,2.6229,,0.56699997,2.6789999,4.0650001,0.0928495,3.8962409,45866,0.02513,0.045499999,0,28.5168
1931,GBR,21.687252,5138.416,1.0717,2.4402001,,0.56099999,2.5209999,3.658,0.093599401,3.644871,46074,0.037050001,0.041299999,0,21.826799
1932,GBR,21.735332,5148.2529,0.92439997,2.7221999,,0.56800002,2.8080001,3.55,0.081150599,3.544322,46335,0.01718,0.037900001,0,23.0541
1933,GBR,22.28595,5277.4609,0.88129997,2.6977999,,0.60500002,2.7920001,3.6500001,0.083822504,3.443774,46520,0.00685,0.034499999,0,29.316299
1934,GBR,23.67634,5607.5078,0.91680002,2.7449,,0.61199999,2.8329999,3.9100001,0.094615601,3.4689109,46666,0.0081700003,0.026799999,0,31.752199
1935,GBR,24.481236,5799.0049,0.9393,2.8913,,0.62400001,2.9860001,4.0780001,0.096589699,3.519186,46868,0.0058900001,0.028899999,0,34.2309
1936,GBR,25.483715,6035.168,1.0164,3.0723,,0.662,3.1919999,4.3080001,0.1054026,3.619734,47081,0.0059000002,0.0296,0,38.974499
1937,GBR,26.270802,6217.6191,1.124,3.1131999,,0.71499997,3.26,4.5560002,0.1085271,3.8208301,47289,0.0057999999,0.0328,0,31.4531
1938,GBR,26.469416,6266.4521,1.1219,3.0343001,,0.73100001,3.1889999,4.7540002,0.1062455,3.8459671,47494,0.0063299998,0.035500001,0,26.9659
1939,GBR,26.462099,6262.4009,1.1401,3.1900001,,0.75700003,3.348,NaN,NaN,3.971652,47991,0.0122,0.036800001,0,27.179899
1940,GBR,28.980783,6856.0049,NaN,NaN,,0.85500002,3.806,NaN,NaN,4.4995298,48226,0.0104,0.032699998,0,23.6451
1941,GBR,31.623268,7481.6758,NaN,NaN,,NaN,NaN,NaN,NaN,4.9519968,48216,0.0103,0.0305,0,28.9951
1942,GBR,32.279373,7638.8682,NaN,NaN,,NaN,NaN,NaN,NaN,5.2787781,48400,0.0103,0.0306,0,34.392799
1943,GBR,32.732731,7743.7021,NaN,NaN,,NaN,NaN,NaN,NaN,5.4547381,48789,0.0103,0.031399999,0,37.1633
1944,GBR,31.287291,7405.3921,NaN,NaN,,NaN,NaN,NaN,NaN,5.5804229,49016,0.0103,0.0306,0,41.128101
1945,GBR,29.81402,7056.1348,NaN,NaN,,NaN,NaN,NaN,NaN,5.6809711,49182,NaN,0.0275,0,40.889198
1946,GBR,28.490444,6745.3398,1.734504,NaN,,NaN,NaN,NaN,NaN,5.9323411,49217,NaN,0.0254,0,48.302299
1947,GBR,27.895174,6604.4111,2.128032,NaN,,1.864491,10.30066,NaN,NaN,6.2591228,49519,NaN,0.030099999,0,46.980202
1948,GBR,28.432268,6745.6362,2.392194,NaN,,1.8946379,10.46721,11.877,0.12646291,6.7367272,50014,NaN,0.031399999,0,45.0998
1949,GBR,29.205343,6955.6929,2.6870689,NaN,,1.910871,10.5569,12.619,0.13170619,6.9489069,50312,NaN,0.035100002,0,38.841702
1950,GBR,30.241844,6939.374,2.919122,NaN,,1.922466,10.62095,13.162,0.1366813,7.1080418,50127,NaN,0.0352,0,41.3097
1951,GBR,30.968512,7123.3638,3.3525159,6.560545,,1.959571,10.82594,14.661,0.1371666,7.7976279,50290,NaN,0.0405,0,42.308601
1952,GBR,30.898476,7090.7202,3.0086241,5.5426192,,1.950294,10.7747,15.88,0.1426322,8.275034,50430,NaN,0.042100001,0,40.166401
1953,GBR,31.983982,7345.7988,2.9116769,5.5426192,,2.0059509,11.08218,17.002001,0.1493942,8.4341698,50593,NaN,0.038899999,0,46.592999
1954,GBR,33.190315,7619.2061,3.2259409,6.112762,,2.0963931,11.58184,17.996,0.15231159,8.5933046,50765,NaN,0.037599999,0,62.659599
1955,GBR,34.223354,7868.1348,3.154588,6.2273111,,2.105669,11.63308,19.49,0.1552591,8.85853,50946,NaN,0.043900002,0,63.6483
1956,GBR,34.381268,7928.7471,3.3174601,6.4824429,,2.082479,11.50497,20.955999,0.1581886,9.229846,51184,NaN,0.048999999,0,57.922001
1957,GBR,34.786343,8017.0132,3.24471,6.459013,,2.128859,11.7612,22.105,0.1628591,9.4464464,51430,NaN,0.054099999,0,55.985802
1958,GBR,34.74715,7965.8101,3.8339951,7.6539688,,2.1914721,12.10712,23.049999,0.1615618,9.7160921,51652,0.029650001,0.048900001,0,74.573097
1959,GBR,36.027264,8239.7988,5.04669,10.00743,,2.281914,12.60678,24.348,0.1634631,9.7823992,51956,0.018309999,0.049899999,0,106.9329
1960,GBR,37.657848,8645.2305,5.899826,11.80638,,2.3653989,13.068,25.976999,0.1681487,9.8796482,52372,0.021159999,0.056299999,0,101.8942
1961,GBR,38.215549,8856.667,5.9790902,12.64467,,2.4349689,13.45235,27.413,0.17834599,10.23328,52807,0.01113,0.0656,0,99.318802
1962,GBR,38.263538,8865.3828,6.5116019,13.17316,,2.4813499,13.70859,28.711,0.1758559,10.65322,53292,0.01829,0.056000002,0,97.519997
1963,GBR,39.6633,9149.1846,7.5876398,15.56828,,2.597301,14.34918,30.409,0.1741261,10.87424,53625,0.01919,0.0579,0,107.86
1964,GBR,41.565014,9567.9648,8.8714828,18.14563,,2.7596321,15.4391,33.228001,0.18896709,11.22346,53991,0.033149999,0.0625,0,97.43
1965,GBR,42.216629,9751.5361,9.7599335,19.525431,,2.898773,16.88657,35.888,0.1895898,11.76275,54350,0.037549999,0.064400002,0,103.52
1966,GBR,42.803097,9885.3105,10.62798,19.681629,,3.037914,17.98033,38.188999,0.1901333,12.22247,54643,0.046319999,0.066699997,0,92.480003
1967,GBR,43.611813,10048.89,11.84173,21.13953,,3.408957,20.28191,40.280998,0.1972394,12.51864,54959,0.04473,0.0713,0,122.18
1968,GBR,45.236084,10409.95,13.26649,23.04001,,3.6640489,22.01313,43.655998,0.1999267,13.11098,55214,0.043400001,0.079899997,0,168.60001
1969,GBR,45.974171,10551.68,14.65648,24.445841,,3.78,23.12414,47.022999,0.1927993,13.82709,55461,0.039500002,0.089400001,0,147.34
1970,GBR,46.862621,10767.47,16.5287,28.09059,,4.027,25.89064,51.695999,0.1947346,14.70675,55632,0.02,0.096900001,0,136.25999
1971,GBR,47.579578,10941.47,18.955709,32.880829,,4.2579999,30.099819,57.669998,0.19569971,16.09034,55907,0.0142,0.086199999,0,193.39
1972,GBR,49.130112,11293.92,24.234579,50.583889,,4.823,37.07262,64.621002,0.19171789,17.23081,56079,0.034480002,0.097099997,0,218.17999
1973,GBR,52.517284,12025.28,30.40597,68.677452,,5.3130002,45.167938,74.544998,0.2050439,18.817751,56210,0.019169999,0.1238,0,149.75999
1974,GBR,51.789978,11858.9,34.90889,80.80925,,6.1339998,50.035679,84.513,0.21536329,21.810369,56224,0.046300001,0.171,1,66.889999
1975,GBR,51.473728,11847.09,38.43557,80.548912,,6.8379998,55.96553,106.717,0.20554359,27.09613,56215,0.06078,0.1486,0,158.08
1976,GBR,52.843002,12114.95,44.900509,101.9477,,7.6350002,62.279789,126.274,0.20305049,31.575821,56206,0.05542,0.14820001,0,151.96001
1977,GBR,54.133671,12383.61,51.475979,108.3515,,8.7379999,71.506241,146.97301,0.19289941,36.590679,56179,0.02128,0.109,0,214.53
1978,GBR,55.899864,12827.83,59.35973,125.2255,,9.967,82.218513,169.34399,0.1912498,39.596958,56167,0.077200003,0.1238,0,220.22
1979,GBR,57.341614,13167.28,70.058502,149.29919,,11.145,94.06768,199.22,0.1934946,44.92897,56228,0.10729,0.1185,0,229.78999
1980,GBR,56.057095,12931.49,82.283752,174.59151,,11.721,110.1644,233.18401,0.1870283,53.002972,56314,0.15377,0.1194,0,291.98999
1981,GBR,55.172958,12747.43,95.038673,248.3737,,12.32,132.6338,256.27899,0.17069679,59.299641,56382.602,0.13131,0.1363,0,313.12
1982,GBR,56.269264,12954.65,115.3306,307.88889,,12.763,148.49471,281.02399,0.17057259,64.393791,56339.699,0.11971,0.1065,0,382.22
1983,GBR,58.208153,13404.47,132.30119,359.3284,,13.672,168.04041,307.207,0.16958921,67.36042,56382.621,0.098350003,0.098999999,0,470.5
1984,GBR,59.617424,13720.06,155.80119,452.1644,,14.411,190.6929,329.91299,0.1796777,70.69706,56462.23,0.094599999,0.099399999,1,592.94
1985,GBR,61.55912,14164.55,181.1181,441.24551,,14.941,215.461,361.758,0.18017849,74.98513,56620.238,0.12564,0.098899998,0,682.94
1986,GBR,63.814003,14741.82,213.4039,537.75568,,15.695,247.6084,389.14899,0.1787439,77.555344,56796.262,0.10701,0.1028,0,835.47998
1987,GBR,66.529984,15393.44,251.02609,552.625,,16.447001,292.32101,428.66501,0.1871251,80.773041,56981.621,0.094970003,0.093099996,0,870.21997
1988,GBR,69.64801,16110,312.97031,649.75897,,17.867001,340.72699,478.51001,0.20479821,84.737373,57159.602,0.10022,0.090999998,0,926.59003
1989,GBR,70.971581,16413.721,378.189,785.33099,,18.82,408.30701,525.27399,0.21603391,91.344566,57324.469,0.13559,0.097999997,0,1204.7
1990,GBR,71.311134,16429.91,427.4971,872.00299,,19.367001,450.371,570.28302,0.2049859,100,57493.309,0.14731,0.1041,0,1032.25
1991,GBR,70.122795,16157.22,452.68539,899.62598,,19.879999,463.759,598.664,0.1799691,105.854,57665.648,0.1158,0.097400002,1,1187.7
1992,GBR,70.028564,16132.6,471.0509,970.242,,20.445,482.37399,622.08002,0.1670685,109.8051,57866.352,0.093670003,0.085600004,0,1363.7899
1993,GBR,71.421249,16463.131,482.64691,1019.165,,21.559,509.82599,654.19598,0.1589248,111.523,58026.922,0.059080001,0.066399999,0,1682.1699
1994,GBR,74.275818,17136.99,503.40051,1051.6121,,23.077999,527.29303,692.987,0.16123819,114.2848,58212.52,0.048780002,0.084200002,0,1521.4399
1995,GBR,76.189484,17561.42,542.97748,1191.361,,24.299,580.95801,733.26599,0.16551159,118.183,58426.012,0.060800001,0.077500001,0,1802.5699
1996,GBR,78.060074,17996.801,591.39789,1320.3459,,25.959,636.776,781.72601,0.1667413,121.077,58618.66,0.059590001,0.077100001,0,2013.66
1997,GBR,80.229691,18526.68,625.15399,1487.248,,27.646999,669.17798,830.09399,0.1666161,123.2588,58808.27,0.066119999,0.0638,0,2411
1998,GBR,82.609879,19023.199,669.76593,1594.681,,29.094,707.91101,879.10199,0.1774504,125.0312,59035.648,0.072099999,0.0449,0,2673.9199
1999,GBR,84.76236,19516.43,724.13391,1727.588,,32.602001,729.03198,928.72998,0.17413241,126.5316,59293.32,0.05204,0.049800001,0,3242.0601
