year,iso,rgdpbarro,rgdp,loans1,bassets2,govass,narrowm,money,gdp,iy,cpi,pop,stir,ltrate,crisisST,stocks
1870,AUS,13.67015,3273.24,NaN,NaN,,23.299999,54.299999,163.39999,0.1092656,2.708333,1775,0.048799999,0.048780002,0,NaN
1871,AUS,13.769732,3298.5081,NaN,NaN,,27.200001,59.5,156.8,0.1045791,2.666667,1675,0.046,0.046728998,0,NaN
1872,AUS,14.86376,3553.426,NaN,NaN,,36.200001,68.5,187.2,0.130438,2.541667,1722,0.046,0.046948001,0,NaN
1873,AUS,16.024851,3823.6289,64.019997,81.751999,,38.599998,73.699997,217.39999,0.1249862,2.541667,1769,0.044,0.047169998,0,NaN
1874,AUS,16.073057,3834.7971,70.040001,88.393997,,37.900002,79.300003,219.39999,0.14195991,2.666667,1822,0.045000002,0.046083,0,NaN
1875,AUS,17.381056,4138.207,78.389999,97.851997,,37.5,88.5,237.60001,0.16056401,2.75,1874,0.046,0.045899998,0,4.2164001
1876,AUS,16.814907,4007.2581,84.349998,106.062,,38.200001,95.800003,235.60001,0.16787779,2.791667,1929,0.046,0.0449,0,4.7873998
1877,AUS,16.940031,4036.0901,98.620003,118.73,,40.200001,105.7,242,0.20993359,2.875,1995,0.045000002,0.043499999,0,5.0131998
1878,AUS,17.98686,4277.3999,103.89,122.76,,38.700001,106.2,252.39999,0.181141,2.833333,2062,0.048,0.044599999,0,3.9375
1879,AUS,17.672739,4204.9829,99.830002,122.886,,37.200001,108.3,257.20001,0.1615086,2.75,2127,0.048999999,0.045000002,0,4.1500001
1880,AUS,18.021791,4285.3892,91.010002,120.442,,44.599998,114.8,276.20001,0.1764724,2.666667,2197,0.046999998,0.041200001,0,4.7410002
1881,AUS,18.757692,4454.8262,111.97,141.60001,,57.299999,134,290.5,0.2123455,2.625,2269,0.046999998,0.038400002,0,5.6041999
1882,AUS,17.048695,4062.606,139.88,167.248,,55.599998,149.3,313.20001,0.1805267,2.666667,2348,0.045000002,0.038899999,0,5.6174002
1883,AUS,18.853476,4475.2759,151.12,178.16,,52.400002,155.89999,327.10001,0.187123,2.958333,2447,0.046999998,0.041999999,0,6.8392
1884,AUS,18.098019,4303.6001,161.78,196.416,,56.599998,171.89999,335.29999,0.2035062,3,2556,0.048999999,0.041700002,0,6.7262998
1885,AUS,18.615395,4422.2642,178.62,214.37199,,61.799999,182.89999,343.5,0.1862147,3,2650,0.048,0.041999999,0,7.0384002
1886,AUS,18.211245,4329.4419,185.32001,222.888,,58.5,186.3,358.29999,0.2182139,3,2741,0.046999998,0.041099999,0,6.7860999
1887,AUS,19.526457,4631.7461,192.83,238.14799,,66.300003,199.7,381.29999,0.2019936,2.916667,2835,0.046,0.037037,0,8.1805
1888,AUS,18.968397,4503.751,223.95,269.12,,75.300003,218.60001,405.70001,0.21091101,2.791667,2932,0.046,0.037037,0,9.7741003
1889,AUS,20.023708,4746.856,239.23,287.97,,71.699997,227.5,418.79999,0.1861224,2.791667,3022,0.045000002,0.036697,0,9.0967999
1890,AUS,18.769547,4457.6758,250.12,302.68201,,74,236.5,409.10001,0.1699273,2.791667,3107,0.043000001,0.037383001,0,8.6717997
1891,AUS,19.673826,4666.458,254.47,305.724,,69.5,238.7,373.70001,0.1954487,2.75,3196,0.043000001,0.038095001,0,7.2974
1892,AUS,16.775673,3995.418,251.75999,304.17401,,67.099998,240.60001,323.89999,0.1367057,2.708333,3274,0.043000001,0.038095001,0,7.2442002
1893,AUS,15.54616,3707.8579,225.38,280.86401,,60.5,217.8,301.29999,0.1115229,2.625,3334,0.041999999,0.038462002,1,6.4274998
1894,AUS,15.792418,3765.5381,213.69,271.41,,65,216.60001,288.89999,0.1194606,2.458333,3395,0.039000001,0.035,0,6.6134
1895,AUS,14.603096,3487.283,198.62,258.90201,,74.400002,222.3,300.29999,0.110825,2.291667,3460,0.035999998,0.0307,0,7.4500999
1896,AUS,15.445807,3684.928,196.55,259.51599,,81,226.39999,313.10001,0.129618,2.291667,3523,0.033,0.029999999,0,7.1711998
1897,AUS,14.315331,3419.967,187.63,245.73199,,80.199997,222.5,331.5,0.1004498,2.291667,3586,0.030999999,0.032200001,0,7.3902998
1898,AUS,16.318918,3891.269,174.61,232.258,,79.199997,219.7,359.60001,0.1270017,2.25,3642,0.029999999,0.029999999,0,8.1141005
1899,AUS,16.099361,3839.6101,169.02,228.25999,,88.5,233.2,370.60001,0.12746561,2.375,3691,0.030999999,0.031199999,0,8.6519003
1900,AUS,16.837782,4013.365,171.28999,233.46001,,89.800003,243.2,379.60001,0.1210629,2.416667,3741,0.030999999,0.033399999,0,9.4268999
1901,AUS,16.094559,3838.7351,172.71001,233.524,,93.5,251,398.79999,0.1312649,2.458333,3795,0.0288,0.0383,0,8.6767998
1902,AUS,16.025917,3822.5969,171.88,233.26801,,93.699997,257.10001,391.60001,0.1554054,2.625,3850,0.0288,0.035700001,0,9.5349998
1903,AUS,17.101965,4076.2319,172.78999,232.08,,93,256.20001,448,0.15887851,2.666667,3896,0.031300001,0.037900001,0,11.0554
1904,AUS,18.030439,4294.729,170.42999,227.56599,,90.199997,257.60001,444,0.1160714,2.541667,3946,0.032499999,0.040100001,0,11.292
1905,AUS,17.976078,4281.9678,166.13,227.968,,92.099998,270.79999,479,0.1058559,2.541667,4004,0.032499999,0.034499999,0,12.3597
1906,AUS,18.93611,4507.3862,169.91,235.536,,100.5,292.79999,538,0.1106472,2.583333,4062,0.032499999,0.033799998,0,13.0827
1907,AUS,19.401543,4616.4282,182.82001,251.48199,,112.7,313.20001,536,0.133829,2.583333,4127,0.0319,0.035700001,0,13.6841
1908,AUS,19.729298,4693.1138,194.82001,267.242,,111.9,324.20001,573,0.141791,2.666667,4197,0.0319,0.036600001,0,15.4006
1909,AUS,20.961172,4980.5991,189.69,263.616,,113.2,337.60001,623,0.1308901,2.708333,4278,0.031300001,0.038199998,0,16.7791
1910,AUS,21.947777,5209.8291,194.2,277.67599,,130.2,368,684,0.130016,2.75,4375,0.031300001,0.036400001,0,17.204901
1911,AUS,21.488245,5103.7778,217.36,319.59,,147.2,410.70001,734,0.1432749,2.958333,4500,0.032499999,0.0383,0,18.2726
1912,AUS,21.465128,5098.4771,238.77,330.74799,,150.89999,435.20001,802,0.1689373,3.208333,4661,0.033799998,0.048500001,0,18.934799
1913,AUS,21.719164,5156.814,226.35001,328.112,,143.39999,440,864,0.18329179,3.166667,4821,0.033,0.0425,0,19.6376
1914,AUS,21.15868,5026.7588,230.66,350.14999,,159.3,478.70001,838,0.1724537,3.333333,4933,0.033,0.0447,0,20.8067
1915,AUS,20.606596,4896.6001,234.11,387.75,,164,507.20001,969,0.15274461,3.708333,4971,NaN,0.0506,0,19.0767
1916,AUS,20.52985,4878.3052,266.67999,438.72601,,207.5,557.09998,1022,0.124871,3.791667,4955,NaN,0.053300001,0,17.468399
1917,AUS,20.163275,4791.1108,247.92999,424.46201,,245,613.90002,1062,0.1164384,4.041667,4950,NaN,0.049400002,0,19.1308
1918,AUS,19.352297,4601.5498,280.79001,471.99399,,261.20001,658.59998,1145,0.1007533,4.333333,5032,NaN,0.052900001,0,19.9011
1919,AUS,19.847198,4715.5791,354.89999,554.27197,,277.39999,727.79999,1253,0.1213974,4.875,5193,NaN,0.058699999,0,21.9487
1920,AUS,20.064352,4765.584,321.95001,539.07599,,307.79999,777.5,1382,0.16440541,4.958333,5358,NaN,0.0722,0,22.5028
1921,AUS,20.687597,4910.8218,385.97,623.508,,301.10001,814.90002,1378,0.17583209,4.5,5461,NaN,0.0678,0,25.334299
1922,AUS,21.344894,5063.688,363.51001,603.51801,,296.89999,838.29999,1510,0.1872279,4.416667,5574,NaN,0.060899999,0,29.077999
1923,AUS,21.897833,5192.0308,402.70001,653.20599,,302,891.29999,1569,0.1807947,4.416667,5697,NaN,0.052700002,0,32.0783
1924,AUS,22.868813,5417.4258,417.64999,667.69397,,306.79999,895.5,1722,0.1848311,4.458333,5819,NaN,0.059599999,0,34.9165
1925,AUS,23.453691,5553.0879,414.62,689.77399,,303.89999,922.70001,1659,0.1753775,4.5,5943,NaN,0.051199999,0,38.4305
1926,AUS,23.537605,5572.5601,448.98999,735.44598,,315.89999,969.20001,1729,0.1838457,4.5,6064,NaN,0.052956998,0,41.606602
1927,AUS,23.413622,5543.7939,498.88,780.90997,,311.10001,997.09998,1739,0.1862348,4.583333,6188,NaN,0.051100001,0,46.343601
1928,AUS,23.01771,5451.7769,474.17001,785.11798,,301.20001,1032.4,1712,0.186314,4.625,6304,NaN,0.050500002,0,49.425098
1929,AUS,22.208954,5262.9771,525.19,730.802,,302.29999,1079.7,1566,0.1787383,4.625,6396,0.045000002,0.0524,0,44.431198
1930,AUS,19.841593,4708.3008,555.32001,758.758,,247.8,1026.7,1287,0.1526181,4.25,6469,0.052200001,0.059,0,29.3888
1931,AUS,18.333452,4353.6079,508.48001,780.30402,,241.8,996,1210,0.1367521,4.083333,6527,0.058800001,0.0548,0,32.7136
1932,AUS,19.225489,4563.7642,481.92001,794.48401,,254.8,1060.5,1264,0.098347098,3.916667,6579,0.041700002,0.054000001,0,39.214401
1933,AUS,20.40859,4842.4072,482.17999,813.33398,,251.2,1063.6,1356,0.1052215,3.916667,6631,0.033500001,0.038199998,0,47.485699
1934,AUS,21.332117,5059.8618,487.47,836.05603,,286.29999,1123.3,1432,0.1135693,3.916667,6682,0.0244,0.032000002,0,56.520599
1935,AUS,22.426804,5317.5869,521.96997,831.13,,297.20001,1134.7,1574,0.1396648,3.958333,6732,0.0195,0.0385,0,60.041302
1936,AUS,23.269299,5515.8491,543.21002,819.966,,313.10001,1155.5,1717,0.1397713,4.083333,6783,0.0175,0.040199999,0,67.832802
1937,AUS,24.24704,5745.6509,545.48999,842.27002,,341.39999,1225.6,1857,0.14560281,4.166667,6841,0.0175,0.0374,0,68.123398
1938,AUS,24.846167,5886.3271,607.13,885.45001,,353.5,1281.7,1819,0.1610124,4.25,6904,0.0175,0.039099999,0,64.589203
1939,AUS,24.672426,5845.562,628.46002,915.63397,,357.60001,1294.7,1980,0.1594283,4.375,6971,0.0175,0.0383,0,64.731102
1940,AUS,26.039274,6166.1392,651.10999,1006.192,,451.20001,1400.2,NaN,0.1454545,4.625,7042,0.015799999,0.0309,0,63.618198
1941,AUS,28.692072,6788.23,624.40997,1023.964,,500.39999,1482.7,NaN,0.1165501,4.875,7111,0.015,0.032499999,0,57.211201
1942,AUS,31.750013,7505.4521,617.71002,1215.566,,647.79999,1653.6,NaN,0.076892301,5.166667,7173,0.015,0.032299999,0,64.268898
1943,AUS,32.592316,7702.833,547.03003,1562.882,,888.90002,2161.1001,NaN,0.050384901,5.208333,7236,0.0146,0.032400001,0,67.190201
1944,AUS,31.135748,7362.0269,517.28003,1797.738,,1147.1,2660.8999,NaN,0.053011999,5.25,7309,0.0125,0.032400001,0,69.646698
1945,AUS,29.232588,6916.8979,502.85001,2005.744,,1253.3,3003.5,NaN,0.066150598,5.375,7389,NaN,0.032499999,0,76.264503
1946,AUS,27.856228,6594.9331,NaN,NaN,,1325.3,3003.8999,NaN,0.098126099,5.5,7474,NaN,0.032099999,0,83.2883
1947,AUS,28.153727,6664.3989,NaN,NaN,,1395,3045.8999,NaN,NaN,5.916667,7578,NaN,0.0317,0,93.9422
1948,AUS,29.457151,6967.46,NaN,3143.98,2351,1539,3217.8999,NaN,NaN,6.416667,7715,NaN,0.031300001,0,92.911598
1949,AUS,30.62595,7236.792,NaN,3330.1499,2577,2133,3522.8999,4495,0.1793104,6.9688182,7919,NaN,0.031199999,0,96.659798
1950,AUS,31.398169,7411.5771,NaN,3589.74,2973,2729,4095,5299,0.2047556,7.6092782,8267.3369,NaN,0.0317,0,122.3976
1951,AUS,31.815813,7507.3442,NaN,4249.0298,3079,2639,4871,7028,0.2211155,9.1189337,8510.5996,NaN,0.037500001,0,112.3255
1952,AUS,31.42844,7417.8379,NaN,4552.52,2695,2639,4819,7586,0.25797519,10.68959,8691.2119,NaN,0.045299999,0,92.568802
1953,AUS,31.805931,7505.2568,1670,4762.6001,3057,2963,5157,8594,0.2270188,11.14706,8857.9238,NaN,0.044300001,0,99.675301
1954,AUS,33.043232,7790.585,1961,5077.0698,2975,3129,5600,9387,0.2296793,11.2233,9064.0166,NaN,0.0451,0,112.83
1955,AUS,34.071327,8027.4121,2300,5510.8599,2974,3159,5766,10001,0.2381762,11.45204,9277.0869,NaN,0.045299999,0,118.0696
1956,AUS,34.423027,8108.3252,2305,5741.96,3237,3090,5817,10829,0.23944961,12.16875,9500.6064,NaN,0.050900001,0,120.6732
1957,AUS,34.344532,8090.2388,2298,5780.3599,3545.5,3239,6207,11787,0.22779331,12.46991,9712.5693,NaN,0.050000001,0,132.70419
1958,AUS,35.277317,8305.4746,2512,6105.8599,3483.2,3179,6354,12060,0.2391376,12.63384,9915.2666,NaN,0.0493,0,151.93201
1959,AUS,36.679047,8628.4385,2525,6490.5498,3820.5,3274,6677,12954,0.23544849,12.86639,10131.73,NaN,0.050099999,0,210.68201
1960,AUS,37.385342,8790.9082,2809,6983.3198,3758.2,3522,7192,16957,0.2992864,13.35436,10361.27,NaN,0.0526,0,185.31799
1961,AUS,38.239529,8653.1377,2910,7118.8599,4077.2,3293,7301,17061,0.29212821,13.68984,10598.81,NaN,0.050299998,0,202.07401
1962,AUS,37.519695,9026.7988,3029,7628.0698,4457.7998,3379,7846,18140,0.28654909,13.65172,10794.97,NaN,0.050000001,0,200.83099
1963,AUS,39.426151,9399.9141,3328,8232.6104,5056.2998,3464,8517,19793,0.28702071,13.72415,11001.48,NaN,0.0451,0,244.845
1964,AUS,41.014706,9848.9043,3689,9250.2998,5689.8999,3732,9556,21690,0.2962195,14.04819,11218.3,NaN,0.050099999,0,247.993
1965,AUS,43.374249,10151.86,4256,10131,5757.6001,3791,10337,23375,0.30990371,14.60478,11439.38,NaN,0.052499998,0,217.32401
1966,AUS,45.230167,10241.28,4697,10988.6,6084.2002,3816,11138.61,25044,0.3090561,15.03938,11655.08,NaN,0.052499998,0,224.966
1967,AUS,46.384228,10732.75,5297,12196.6,6490.8999,4074,12142.28,27653,0.30531949,15.51972,11872.26,NaN,0.052499998,0,301.642
1968,AUS,49.60603,11148.31,6012,13146.6,6655.7002,4414,12996.31,30174,0.30798039,15.93145,12101.66,NaN,0.0535,0,405.62201
1969,AUS,51.23671,11561,6621,14812,7171,4750,14234.46,34002,0.30554089,16.396549,12379.38,NaN,0.059999999,0,441.91199
1970,AUS,52.592182,12023.54,7231,15389.6,7398.2002,4985,14962.68,37765,0.30271411,17.037001,12660.16,0.051940002,0.069899999,0,348.81799
1971,AUS,52.848537,12289.52,7904,16124.8,8167,5312,16267.55,41784,0.30202949,18.070129,12937.2,0.054609999,0.064999998,0,340.87201
1972,AUS,53.396786,12404.42,8752,18723.9,10181.4,5796,19467.301,45681,0.28832549,19.12994,13177,0.04648,0.0601,0,408.655
1973,AUS,54.873951,12878.09,11107,22528.301,11339.1,7285,23637.369,53886,0.28207701,20.94076,13380.4,0.049830001,0.085000001,0,297.57401
1974,AUS,54.11055,12985.12,14279,26111.1,10636.3,7451,25297.77,64275,0.2637884,24.10494,13599.1,0.075199999,0.094999999,0,200.87801
1975,AUS,54.938766,13169.83,16496,32433,13642.6,8389,30816.561,75175,0.25684071,27.738029,13771.4,0.094930001,0.1,0,299.37201
1976,AUS,56.274834,13558.84,19262,38091.301,14756.8,9572,39499.828,88494,0.25540721,31.4893,13915.5,0.070929997,0.105,0,291.513
1977,AUS,56.206696,13546.37,21084.711,41204.301,14329.8,10377,42872.102,98524,0.25534901,35.36256,14074.1,0.084940001,0.094999999,0,322.36499
1978,AUS,57.885029,13768.65,23837.391,47273,15044.2,11266,48245.051,108851,0.2608887,38.16457,14248.6,0.087180004,0.088,0,366.23599
1979,AUS,59.096638,14319.54,26837.891,54166,16151.9,13146,54551.148,124604,0.2578007,41.633732,14421.9,0.080920003,0.1008,0,500
1980,AUS,60.37883,14411.84,30838.49,61588,17936,14843,62390.871,140425,0.26830691,45.8498,14615.9,0.094930001,0.126,0,687.25702
1981,AUS,61.326553,14660.34,34683.629,70226,18613.199,16627,69344.156,161045,0.28330591,50.293449,14923.26,0.12073,0.15000001,0,595.5
1982,AUS,58.843155,14411.82,39112.82,80442,20615.1,16895,77239.172,180442,0.27573961,55.898911,15162,0.13898,0.14399999,0,485.39999
1983,AUS,60.85778,14238.92,43493.352,94267,24349.1,17881,88226.227,194992,0.25090259,61.55228,15348,0.094970003,0.13600001,0,775.29999
1984,AUS,63.420738,15062.41,49150.48,109604,24690.6,19180.311,100461.9,219948,0.25202319,63.983711,15510,0.10835,0.13699999,0,726.09998
1985,AUS,65.35186,15638.36,62085.172,135036,26196.5,20596.49,115014.7,244660,0.27206329,68.295601,15695,0.147,0.1495,0,1003.8
1986,AUS,65.759377,15757.17,74272.32,167463,29417.1,23232.07,125476.6,265186,0.27004439,74.499939,15900,0.15751,0.1375,0,1473.1
1987,AUS,68.355476,16293.3,88694.711,206956,31482,28123.391,141276.09,298966,0.26698691,80.824051,16137,0.13057999,0.131,0,1320
1988,AUS,69.98362,16752.26,103982.9,251781,33700,33305.172,164901.09,340103,0.2709032,86.66906,16400,0.11899,0.1305,0,1487.6
1989,AUS,71.54258,17194.41,139707.59,308548.31,36542,36214.012,197754.59,381683,0.28087971,93.220741,16681,0.1675,0.1285,1,1649
1990,AUS,70.062325,17172.68,165215.5,339269.91,31911,38942.391,218726,406671,0.2510432,100,16956,0.1481,0.1205,0,1278
1991,AUS,69.242531,16969.91,178983.59,351405.69,34381.031,41538.441,223054.3,410364,0.2243862,103.2227,17202,0.10466,0.093999997,0,1651.3999
1992,AUS,71.000656,17370.16,184604.09,365979.41,38865.199,49925.531,231982.5,425936,0.2190071,104.2404,17419,0.064429998,0.089500003,0,1549.8999
1993,AUS,73.247482,17853.27,202852.41,382200.19,40021.16,58870.32,246121.59,447855,0.22198699,106.1304,17608,0.05108,0.067000002,0,2173.5999
1994,AUS,75.742851,18423.9,227177,414074.81,37187.359,65365.16,270167.91,474455,0.2362521,108.1415,17781,0.05181,0.1005,0,1932.7999
1995,AUS,77.942345,19001.74,253727,453367,37492.789,69707.367,294507.81,500673,0.2314944,113.1573,17976,0.074979998,0.082000002,0,2203
1996,AUS,79.978386,19484.539,289438,497869.69,42921.961,79444.469,319645.41,532828,0.2273248,116.1134,18195,0.071960002,0.073700003,0,2424.6001
1997,AUS,82.660698,20110.391,321391,540886.38,33439.711,90188.711,340240.31,561845,0.2344365,115.8243,18415,0.055029999,0.0605,0,2616.5
1998,AUS,86.073143,20978.199,355820.59,588146.13,35783.211,95894.68,366557.91,592672,0.2431581,117.6578,18621,0.049849998,0.0502,0,2813.3999
1999,AUS,88.510338,21571.75,400988.19,661419.13,39309.781,105347.3,400506.59,622932,0.2434905,119.7815,18830,0.047789998,0.069300003,0,3152.5
2000,AUS,89.16481,21731.91,449131.91,718881.31,28192.221,115311.3,420415.19,669638,0.23632769,126.7312,19053,0.058979999,0.055,0,3154.7
2001,AUS,91.317848,22270.859,492503.5,786995.31,32418.711,140006.8,478660.81,711190,0.219795,130.689,19294,0.050560001,0.059999999,0,3359.8999
2002,AUS,93.209366,22910.42,580321.13,946530.31,20244.34,125217.7,512109.91,759158,0.24140561,134.6463,19345,0.045510001,0.052299999,0,2975.5
2003,AUS,95.818665,23331.82,665072.31,1099540,12876.68,135261.59,572954.81,809590,0.2518954,137.832,19767,0.04809,0.056000002,0,3306
2004,AUS,96.993355,23619.15,748162.63,1236939,13244.81,141988.41,624993.38,869639,0.25458151,141.40331,19995,0.052499998,0.053300001,0,4053.1001
2005,AUS,98.565063,24063.51,846120,1377314,9269.5771,153784.5,676736.63,933787,0.26478201,145.3611,20232,0.054579999,0.052299999,0,4708.7998
2006,AUS,100,24343.359,958030.5,1623390,11390.3,174044.09,764896.13,1002450,0.26842141,150.0912,20489,0.058049999,0.058600001,0,5644.2998
2007,AUS,102.91393,25644.77,1146298,2039971,19973.801,194141.41,937174.63,1084890,0.27832779,154.5309,20750,0.063879997,0.063299999,0,6421
2008,AUS,103.38364,26497.48,1300649,2515177,48959.219,204125.09,1081453,1181740,0.2865656,160.2254,21007,0.066720001,0.057283301,0,4870.6001
1870,CAN,6.8941307,1694.525,0.0757,0.111,,NaN,NaN,NaN,NaN,6.1966128,3781,NaN,0.049750999,0,NaN
1871,CAN,7.1382451,1754.527,0.093199998,0.13600001,,0.040899999,0.075850002,0.4127,0.1509371,6.3802748,3801,NaN,0.047619,0,NaN
1872,CAN,6.9375606,1705.2,0.1167,0.1576,,0.043299999,0.080519997,0.44729999,0.17225181,6.971189,3870,NaN,0.047846999,0,NaN
1873,CAN,7.4936347,1841.879,0.1292,0.1728,,0.045499999,0.088330001,0.4878,0.1709325,6.9152918,3943,NaN,0.047619,1,NaN
1874,CAN,7.5417933,1853.7159,0.1539,0.2009,,0.045200001,0.095480002,0.48550001,0.18791381,6.7316298,4012,NaN,0.044693001,0,NaN
1875,CAN,7.2580204,1783.967,0.13429999,0.1833,,0.038800001,0.081569999,0.45249999,0.18487941,6.436172,4071,NaN,0.043956,0,NaN
1876,CAN,6.6760259,1640.917,0.1373,0.18189999,,0.0372,0.084530003,0.4217,0.1627398,6.436172,4128,NaN,0.043242998,0,NaN
1877,CAN,7.0280466,1727.441,0.1287,0.17640001,,0.037099998,0.083769999,0.43470001,0.1383577,6.1966128,4184,NaN,0.043242998,0,NaN
1878,CAN,6.6609116,1637.202,0.13160001,0.1781,,0.035,0.085469998,0.40959999,0.131762,6.0768328,4244,NaN,0.043956,0,NaN
1879,CAN,7.1818066,1765.234,0.1098,0.17829999,,0.038699999,0.089340001,0.44510001,0.1225061,6.020936,4312,NaN,0.041666999,0,NaN
1880,CAN,7.3878875,1815.887,0.1099,0.1925,,0.045200001,0.106,0.48199999,0.1332017,6.1966128,4384,NaN,0.037914999,0,NaN
1881,CAN,8.297967,2039.578,0.13150001,0.21359999,,0.051399998,0.121,0.56870002,0.1323241,6.4699931,4451,NaN,0.038095001,0,NaN
1882,CAN,8.5807037,2109.072,0.1566,0.2307,,0.056600001,0.132,0.6189,0.16828699,6.8800631,4503,NaN,0.037914999,0,NaN
1883,CAN,8.5045977,2090.366,0.1486,0.2282,,0.0548,0.12800001,0.61150002,0.19256081,6.9256258,4560,NaN,0.038462002,0,NaN
1884,CAN,9.0764933,2230.9341,0.138,0.2158,,0.052900001,0.124,0.58520001,0.2156131,6.0599232,4617,NaN,0.038043,0,NaN
1885,CAN,8.4331722,2072.8101,0.13959999,0.2279,,0.054299999,0.132,0.55449998,0.151793,6.0599232,4666,NaN,0.037634,0,NaN
1886,CAN,8.4430799,2075.2451,0.1401,0.2229,,0.048799999,0.12800001,0.5607,0.14667229,6.014359,4711,NaN,0.035,0,NaN
1887,CAN,8.6247568,2119.8999,0.1543,0.2326,,0.053800002,0.139,0.61110002,0.15631559,6.3788662,4760,NaN,0.033980999,0,NaN
1888,CAN,9.1495934,2248.9009,0.16500001,0.25529999,,0.0559,0.154,0.63029999,0.16168161,6.1054859,4813,NaN,0.033980999,0,NaN
1889,CAN,9.1101961,2239.217,0.1736,0.25220001,,0.0524,0.15800001,0.65579998,0.16376629,6.2421761,4865,NaN,0.030611999,0,NaN
1890,CAN,9.6763649,2378.377,0.1805,0.26010001,,0.054699998,0.167,0.68540001,0.13783979,6.1054859,4918,NaN,0.031915002,0,NaN
1891,CAN,9.799839,2408.7271,0.2016,0.28080001,,0.055300001,0.185,0.70349997,0.1434961,6.1054859,4972,NaN,0.03125,0,NaN
1892,CAN,9.6456976,2370.8401,0.2211,0.3057,,0.059099998,0.204,0.70029998,0.1331618,6.1054859,5022,NaN,0.032086,0,NaN
1893,CAN,9.4945946,2333.699,0.21690001,0.30419999,,0.058899999,0.20299999,0.68239999,0.1293467,6.0599232,5072,NaN,0.031915002,0,NaN
1894,CAN,9.84758,2420.4609,0.215,0.31389999,,0.058499999,0.212,0.65140003,0.1096968,5.5587258,5121,NaN,0.029999999,0,NaN
1895,CAN,9.6462059,2370.9651,0.2199,0.3222,,0.059999999,0.21699999,0.63340002,0.1175733,5.285346,5169,NaN,0.029703001,0,NaN
1896,CAN,9.310607,2288.4771,0.2256,0.32969999,,0.059999999,0.227,0.6408,0.1099333,5.5587258,5218,NaN,0.029126,0,NaN
1897,CAN,10.218025,2511.5129,0.22759999,0.3601,,0.067699999,0.255,0.71700001,0.1204196,5.60429,5269,NaN,0.027778,0,NaN
1898,CAN,10.510722,2583.4561,0.25920001,0.39050001,,0.0704,0.28600001,0.7694,0.1474207,5.8321061,5325,NaN,0.029412,0,NaN
1899,CAN,11.373885,2795.615,0.30180001,0.43169999,,0.078299999,0.315,0.82599998,0.14669441,5.6498532,5383,NaN,0.029703001,0,NaN
1900,CAN,11.844409,2911.2661,0.31439999,0.50150001,,0.086400002,0.34099999,0.90740001,0.1484419,5.8321061,5457,NaN,0.029412,0,NaN
1901,CAN,12.599154,3096.7771,0.3303,0.56209999,,0.1008,0.382,0.99070001,0.174917,5.8776689,5536,NaN,0.029412,0,NaN
1902,CAN,13.551778,3330.925,0.37920001,0.62540001,,0.1127,0.41999999,1.1196001,0.1796585,5.9687958,5650,NaN,0.029126,0,NaN
1903,CAN,13.562777,3333.6279,0.4271,0.6631,,0.1238,0.45100001,1.1782,0.2090715,6.014359,5813,NaN,0.030303,0,NaN
1904,CAN,13.342819,3279.564,0.46650001,0.7299,,0.1338,0.50300002,1.2058001,0.22139999,6.1054859,5994,NaN,0.030769,0,NaN
1905,CAN,14.491158,3561.8169,0.5108,0.81550002,,0.14229999,0.565,1.3615,0.2210913,6.1510501,6166,NaN,0.030611999,0,NaN
1906,CAN,15.64819,3846.207,0.61330003,0.95420003,,0.16150001,0.64300001,1.5259,0.2273826,6.2877388,6282,NaN,0.030303,0,NaN
1907,CAN,15.764725,3874.8501,0.60769999,0.92129999,,0.1688,0.616,1.7284,0.25025269,6.4699931,6596,NaN,0.031578999,1,NaN
1908,CAN,14.532835,3572.061,0.56590003,1.0014,,0.1824,0.676,1.6538,0.2542932,6.6066828,6813,NaN,0.031915002,0,NaN
1909,CAN,15.661985,3849.5979,0.66369998,1.1578,,0.1992,0.81,1.8383,0.2489845,6.743372,6993,NaN,0.032432001,0,NaN
1910,CAN,16.541441,4065.761,0.74699998,1.2298,,0.2141,0.88,2.0228,0.28301841,6.9256258,7188,NaN,0.033149,0,NaN
1911,CAN,17.138597,4212.5381,0.8506,1.3901,,0.2568,0.98299998,2.2332001,0.29686099,7.1078792,7410,NaN,0.033149,0,NaN
1912,CAN,17.808239,4377.1309,0.95709997,1.5261,,0.26440001,1.0599999,2.4939001,0.3253803,7.4268231,7602,NaN,0.033707999,0,NaN
1913,CAN,18.091545,4446.7651,0.93000001,1.551,,0.29620001,1.11,2.6515,0.31171221,7.6546388,7852,NaN,0.036145002,0,NaN
1914,CAN,16.376762,4025.2849,0.912,1.556,,0.34020001,1.12,2.4486001,0.25378099,7.7010312,8093,NaN,0.038880002,0,NaN
1915,CAN,17.221394,4232.8882,0.91000003,1.738,,0.38370001,1.26,2.579,0.1644752,7.8402061,8191,NaN,0.046392001,0,121.8691
1916,CAN,18.902596,4646.1152,0.93300003,1.984,,0.44350001,1.4299999,3.0090001,0.14667571,8.4896908,8214,NaN,0.050188001,0,124.8312
1917,CAN,19.531034,4800.5811,0.97600001,2.323,,0.64310002,1.72,3.6589999,0.142076,10.05155,8277,NaN,0.055555999,0,110.2323
1918,CAN,18.066441,4440.5952,1.204,2.6900001,,0.77109998,1.83,4.1170001,0.1238073,11.36598,8374,NaN,0.051282,0,118.6954
