Date,log_ret,Index
23/08/2019,-0.047367689,755
26/08/2019,0.019984057,756
27/08/2019,-0.00747555,757
28/08/2019,-0.001032322,758
29/08/2019,0.016270611,759
30/08/2019,0.002632806,760
03/09/2019,-0.014486666,761
04/09/2019,0.015065649,762
05/09/2019,0.020008785,763
06/09/2019,0.004716767,764
09/09/2019,-0.006799214,765
10/09/2019,0.003027582,766
11/09/2019,0.028038349,767
12/09/2019,0.023288009,768
13/09/2019,-0.026554256,769
16/09/2019,0.002485159,770
17/09/2019,0.00714485,771
18/09/2019,0.001459322,772
19/09/2019,0.004229105,773
20/09/2019,-0.013232327,774
23/09/2019,0.000812643,775
24/09/2019,-0.002115722,776
25/09/2019,-0.00023024,777
26/09/2019,0.007752866,778
27/09/2019,-0.007102805,779
30/09/2019,0.016019656,780
01/10/2019,0.015326487,781
02/10/2019,-0.0283646,782
03/10/2019,-0.012922117,783
04/10/2019,0.039903067,784
07/10/2019,0.008671924,785
08/10/2019,-0.006708602,786
09/10/2019,0.005822627,787
10/10/2019,0.007329922,788
11/10/2019,0.021791625,789
14/10/2019,0.010117916,790
15/10/2019,0.000894473,791
16/10/2019,-0.007178291,792
17/10/2019,0.001371272,793
18/10/2019,0.003291938,794
21/10/2019,0.012849777,795
22/10/2019,0.00965324,796
23/10/2019,0.006646698,797
24/10/2019,0.002423063,798
25/10/2019,0.004435051,799
28/10/2019,0.015686596,800
29/10/2019,-0.016963762,801
30/10/2019,-0.005622405,802
31/10/2019,-0.016511337,803
01/11/2019,0.048938674,804
04/11/2019,0.024657372,805
05/11/2019,0.003674032,806
06/11/2019,-0.003731986,807
07/11/2019,0.010691173,808
08/11/2019,-0.004893594,809
11/11/2019,0.005552011,810
12/11/2019,0.010169579,811
13/11/2019,0.000574724,812
14/11/2019,0.00393754,813
15/11/2019,0.003465944,814
18/11/2019,0.004627882,815
19/11/2019,0.004391057,816
20/11/2019,-0.018992082,817
21/11/2019,0.002990914,818
22/11/2019,-0.001302632,819
25/11/2019,0.006420077,820
26/11/2019,-7.62E-05,821
27/11/2019,0.010647872,822
29/11/2019,0.002221345,823
02/12/2019,-0.009256702,824
03/12/2019,-0.027553981,825
04/12/2019,0.016983986,826
05/12/2019,0.007833287,827
06/12/2019,0.017244734,828
09/12/2019,-0.008981477,829
10/12/2019,0.003579709,830
11/12/2019,0.00988106,831
12/12/2019,-0.004399982,832
13/12/2019,0.013409553,833
16/12/2019,0.022084816,834
17/12/2019,0.006549377,835
18/12/2019,0.001147118,836
19/12/2019,-0.000609243,837
20/12/2019,-0.001399078,838
23/12/2019,0.006489523,839
24/12/2019,0.009039759,840
26/12/2019,0.006273236,841
27/12/2019,0.011941066,842
30/12/2019,-0.010116248,843
31/12/2019,0.014963567,844
02/01/2020,0.019394838,845
03/01/2020,0.004428002,846
06/01/2020,-0.012728216,847
07/01/2020,0.016027993,848
08/01/2020,-0.001089742,849
09/01/2020,0.02998123,850
10/01/2020,0.006672659,851
13/01/2020,0.009363969,852
14/01/2020,0.0032728,853
15/01/2020,-0.008428281,854
16/01/2020,0.008171978,855
17/01/2020,0.009281031,856
21/01/2020,0.003169575,857
22/01/2020,0.004137,858
23/01/2020,-0.005245209,859
24/01/2020,0.005903024,860
27/01/2020,-0.040618773,861
28/01/2020,0.02369372,862
29/01/2020,0.029012247,863
30/01/2020,-0.008217127,864
31/01/2020,-0.033366198,865
03/02/2020,-0.019885669,866
04/02/2020,0.037072747,867
05/02/2020,0.016806374,868
06/02/2020,0.004113803,869
07/02/2020,-0.007096771,870
10/02/2020,-0.013136218,871
11/02/2020,0.015366434,872
12/02/2020,0.008622628,873
13/02/2020,0.005831101,874
14/02/2020,-0.001547509,875
18/02/2020,-0.025854043,876
19/02/2020,0.016987219,877
20/02/2020,-0.005609454,878
21/02/2020,-0.024527641,879
24/02/2020,-0.070961682,880
25/02/2020,-0.010775966,881
26/02/2020,0.001292283,882
27/02/2020,-0.048413272,883
28/02/2020,-0.062703551,884
02/03/2020,0.079991698,885
03/03/2020,0.028678854,886
04/03/2020,0.025323931,887
05/03/2020,-0.005884986,888
06/03/2020,-0.03555837,889
09/03/2020,-0.067018808,890
10/03/2020,0.023931867,891
11/03/2020,0.009201329,892
12/03/2020,-0.091858482,893
13/03/2020,0.019763095,894
16/03/2020,-0.052552917,895
17/03/2020,-0.006688988,896
18/03/2020,-0.005383593,897
19/03/2020,0.022888874,898
20/03/2020,-0.062109587,899
23/03/2020,-0.069886127,900
24/03/2020,0.097142844,901
25/03/2020,0.041794633,902
26/03/2020,0.008396903,903
27/03/2020,0.002796864,904
30/03/2020,0.009467288,905
31/03/2020,0.010371054,906
01/04/2020,-0.05242175,907
02/04/2020,-0.009369226,908
