,underlying_symbol,quote_datetime,expiration,strike,option_type,close,bid,ask,active_underlying_price,mid_price,years_to_maturity,Option,Stock
105,AMZN,04/01/2021 11:15,22/01/2021,3345,P,0,179.3,182.25,3200.55,180.775,0.049281314,182.32,3199.6502
106,AMZN,04/01/2021 11:16,22/01/2021,3345,P,0,180.7,183.55,3199.095,182.125,0.049281314,181.13,3200.8892
107,AMZN,04/01/2021 11:17,22/01/2021,3345,P,0,181.55,185.15,3197.4,183.35,0.049281314,181.3,3200.4482
108,AMZN,04/01/2021 11:18,22/01/2021,3345,P,0,183.25,187.2,3195.107,185.225,0.049281314,182.375,3199.095
109,AMZN,04/01/2021 11:19,22/01/2021,3345,P,0,182.7,186.75,3195.184,184.725,0.049281314,183.24,3197.4672
110,AMZN,04/01/2021 11:20,22/01/2021,3345,P,0,182.55,185.9,3196.32,184.225,0.049281314,183.93,3196.6212
111,AMZN,04/01/2021 11:21,22/01/2021,3345,P,0,182.2,186.7,3196.717,184.45,0.049281314,184.395,3196.1456
112,AMZN,04/01/2021 11:22,22/01/2021,3345,P,0,185.2,188.25,3193.18,186.725,0.049281314,185.07,3195.3016
113,AMZN,04/01/2021 11:23,22/01/2021,3345,P,0,183.65,190.75,3194.92,187.2,0.049281314,185.465,3195.2642
114,AMZN,04/01/2021 11:24,22/01/2021,3345,P,0,185.15,187.7,3194.16,186.425,0.049281314,185.805,3195.0594
115,AMZN,04/01/2021 11:25,22/01/2021,3345,P,0,186.9,189.2,3192.563,188.05,0.049281314,186.57,3194.308
116,AMZN,04/01/2021 11:26,22/01/2021,3345,P,0,183.95,187.95,3195.33,185.95,0.049281314,186.87,3194.0306
117,AMZN,04/01/2021 11:27,22/01/2021,3345,P,0,183,185.9,3198.5,184.45,0.049281314,186.415,3195.0946
118,AMZN,04/01/2021 11:28,22/01/2021,3345,P,0,182.75,184.8,3197.11,183.775,0.049281314,185.73,3195.5326
119,AMZN,04/01/2021 11:29,22/01/2021,3345,P,0,181.3,185.35,3197.26,183.325,0.049281314,185.11,3196.1526
120,AMZN,04/01/2021 11:30,22/01/2021,3345,P,0,183.05,186.85,3195.24,184.95,0.049281314,184.49,3196.688
121,AMZN,04/01/2021 11:31,22/01/2021,3345,P,0,184.6,186.95,3194.995,185.775,0.049281314,184.455,3196.621
122,AMZN,04/01/2021 11:32,22/01/2021,3345,P,0,187.15,190.35,3190.33,188.75,0.049281314,185.315,3194.987
123,AMZN,04/01/2021 11:33,22/01/2021,3345,P,0,188.85,190.75,3190.33,189.8,0.049281314,186.52,3193.631
124,AMZN,04/01/2021 11:34,22/01/2021,3345,P,0,187.65,190.95,3191.95,189.3,0.049281314,187.715,3192.569
125,AMZN,04/01/2021 11:35,22/01/2021,3345,P,0,188.8,191.7,3189.99,190.25,0.049281314,188.775,3191.519
126,AMZN,04/01/2021 11:36,22/01/2021,3345,P,0,191.05,194.45,3184.57,192.75,0.049281314,190.17,3189.434
127,AMZN,04/01/2021 11:37,22/01/2021,3345,P,0,190.45,192.7,3187.8,191.575,0.049281314,190.735,3188.928
128,AMZN,04/01/2021 11:38,22/01/2021,3345,P,0,189.5,192.45,3189.77,190.975,0.049281314,190.97,3188.816
129,AMZN,04/01/2021 11:39,22/01/2021,3345,P,0,186,191.8,3191.78,188.9,0.049281314,190.89,3188.782
130,AMZN,04/01/2021 11:40,22/01/2021,3345,P,0,187.25,189.4,3191.07,188.325,0.049281314,190.505,3188.998
131,AMZN,04/01/2021 11:41,22/01/2021,3345,P,0,188.15,190.4,3188,189.275,0.049281314,189.81,3189.684
132,AMZN,04/01/2021 11:42,22/01/2021,3345,P,0,187.1,191.45,3189.76,189.275,0.049281314,189.35,3190.076
133,AMZN,04/01/2021 11:43,22/01/2021,3345,P,0,189.95,193.8,3188.22,191.875,0.049281314,189.53,3189.766
134,AMZN,04/01/2021 11:44,22/01/2021,3345,P,0,188.95,191.85,3189.22,190.4,0.049281314,189.83,3189.254
135,AMZN,04/01/2021 11:45,22/01/2021,3345,P,0,190.65,192.35,3188.03,191.5,0.049281314,190.465,3188.646
136,AMZN,04/01/2021 11:46,22/01/2021,3345,P,0,191.8,193.75,3186.26,192.775,0.049281314,191.165,3188.298
137,AMZN,04/01/2021 11:47,22/01/2021,3345,P,0,189.7,193.1,3188,191.4,0.049281314,191.59,3187.946
138,AMZN,04/01/2021 11:48,22/01/2021,3345,P,0,190.05,192.5,3188.89,191.275,0.049281314,191.47,3188.08
139,AMZN,04/01/2021 11:49,22/01/2021,3345,P,0,188.85,191.55,3190,190.2,0.049281314,191.43,3188.236
140,AMZN,04/01/2021 11:50,22/01/2021,3345,P,0,189.25,191.75,3189.48,190.5,0.049281314,191.23,3188.526
141,AMZN,04/01/2021 11:51,22/01/2021,3345,P,0,189.7,191.9,3188.83,190.8,0.049281314,190.835,3189.04
142,AMZN,04/01/2021 11:52,22/01/2021,3345,P,0,187.65,190.5,3190.82,189.075,0.049281314,190.37,3189.604
143,AMZN,04/01/2021 11:53,22/01/2021,3345,P,0,189.9,192.9,3187.51,191.4,0.049281314,190.395,3189.328
144,AMZN,04/01/2021 11:54,22/01/2021,3345,P,0,188.1,191.45,3189.53,189.775,0.049281314,190.31,3189.234
145,AMZN,04/01/2021 11:55,22/01/2021,3345,P,0,191.05,198.1,3182.01,194.575,0.049281314,191.125,3187.74
146,AMZN,04/01/2021 11:56,22/01/2021,3345,P,0,193.65,196.8,3184.29,195.225,0.049281314,192.01,3186.832
147,AMZN,04/01/2021 11:57,22/01/2021,3345,P,0,195.1,199.9,3181.71,197.5,0.049281314,193.695,3185.01
148,AMZN,04/01/2021 11:58,22/01/2021,3345,P,0,197.3,201,3178.89,199.15,0.049281314,195.245,3183.286
149,AMZN,04/01/2021 11:59,22/01/2021,3345,P,0,197.35,200.45,3181.39,198.9,0.049281314,197.07,3181.658
150,AMZN,04/01/2021 12:00,22/01/2021,3345,P,0,200.65,204.25,3173.625,202.45,0.049281314,198.645,3179.981
151,AMZN,04/01/2021 12:01,22/01/2021,3345,P,0,201.1,206.2,3174.25,203.65,0.049281314,200.33,3177.973
152,AMZN,04/01/2021 12:02,22/01/2021,3345,P,0,203.5,207.65,3171.51,205.575,0.049281314,201.945,3175.933
153,AMZN,04/01/2021 12:03,22/01/2021,3345,P,0,204.95,208.4,3170.105,206.675,0.049281314,203.45,3174.176
154,AMZN,04/01/2021 12:04,22/01/2021,3345,P,0,204.65,207.35,3170.53,206,0.049281314,204.87,3172.004
155,AMZN,04/01/2021 12:05,22/01/2021,3345,P,0,204.9,208.9,3169.94,206.9,0.049281314,205.76,3171.267
156,AMZN,04/01/2021 12:06,22/01/2021,3345,P,0,205.7,209.1,3170.28,207.4,0.049281314,206.51,3170.473
157,AMZN,04/01/2021 12:07,22/01/2021,3345,P,0,206.5,211.05,3167.05,208.775,0.049281314,207.15,3169.581
158,AMZN,04/01/2021 12:08,22/01/2021,3345,P,0,209.15,213.7,3165,211.425,0.049281314,208.1,3168.56
159,AMZN,04/01/2021 12:09,22/01/2021,3345,P,0,210.3,215.05,3164.02,212.675,0.049281314,209.435,3167.258
160,AMZN,04/01/2021 12:10,22/01/2021,3345,P,0,213.85,218.3,3160.13,216.075,0.049281314,211.27,3165.296
161,AMZN,04/01/2021 12:11,22/01/2021,3345,P,0,219.2,222.5,3151.69,220.85,0.049281314,213.96,3161.578
162,AMZN,04/01/2021 12:12,22/01/2021,3345,P,0,220.8,224.35,3153.272,222.575,0.049281314,216.72,3158.8224
163,AMZN,04/01/2021 12:13,22/01/2021,3345,P,0,218.25,221.25,3154.69,219.75,0.049281314,218.385,3156.7604
164,AMZN,04/01/2021 12:14,22/01/2021,3345,P,0,219.75,223.4,3152.02,221.575,0.049281314,220.165,3154.3604
165,AMZN,04/01/2021 12:15,22/01/2021,3345,P,0,221,224.7,3151.804,222.85,0.049281314,221.52,3152.6952
166,AMZN,04/01/2021 12:16,22/01/2021,3345,P,0,223.3,227.25,3150,225.275,0.049281314,222.405,3152.3572
167,AMZN,04/01/2021 12:17,22/01/2021,3345,P,0,219.65,225.7,3152.86,222.675,0.049281314,222.425,3152.2748
168,AMZN,04/01/2021 12:18,22/01/2021,3345,P,0,218.65,224.7,3152.85,221.675,0.049281314,222.81,3151.9068
